"","Movie","rank","release_group","worldwide","domestic","percent","foreign","percent_2","year","...1","Book","book_year","movie_year","time_diff"
"1049","The Three Musketeers",21,"The Three Musketeers",53898845,53898845,"100%","-","-",1993,3177,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1921,77
"1050","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3184,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1939,95
"1051","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3180,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1932,88
"1052","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3199,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1961,117
"1053","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3178,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1921,77
"1054","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3219,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1986,142
"1055","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3181,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1933,89
"1056","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3198,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1959,115
"1057","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3185,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1942,98
"1058","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3210,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1973,129
"1059","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3225,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1993,149
"1060","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3211,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1973,129
"1061","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3186,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1946,102
"1062","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3182,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1935,91
"1063","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3236,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,2011,167
"1064","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3187,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1948,104
"1065","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3176,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1916,72
"1066","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3191,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1953,109
"1067","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3175,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1914,70
"1068","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3234,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,2008,164
"1069","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3205,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1969,125
"1070","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3238,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,2013,169
"1071","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3232,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,2006,162
"1072","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3214,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1974,130
"1073","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3223,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1992,148
"1074","The Three Musketeers",63,"The Three Musketeers",132274484,20374484,"15.4%","$111,900,000","84.6%",2011,3177,"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",1844,1921,77
"1075","The Tigger Movie",48,"The Tigger Movie",96159800,45554533,"47.4%","$50,605,267","52.6%",2000,3543,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",1926,2000,74
"1076","The Time Machine",36,"The Time Machine",123729176,56832494,"45.9%","$66,896,682","54.1%",2002,3256,"The Time Machine (1895), H. G. Wells",1895,1978,83
"1077","The Time Machine",36,"The Time Machine",123729176,56832494,"45.9%","$66,896,682","54.1%",2002,3255,"The Time Machine (1895), H. G. Wells",1895,1960,65
"1078","The Time Machine",36,"The Time Machine",123729176,56832494,"45.9%","$66,896,682","54.1%",2002,3257,"The Time Machine (1895), H. G. Wells",1895,2002,107
"1079","The Time Traveler's Wife",58,"The Time Traveler's Wife",101344412,63414846,"62.6%","$37,929,566","37.4%",2009,3259,"The Time Traveler's Wife (2003), Audrey Niffenegger",2003,2009,6
"1080","The Turning Point",19,"The Turning Point",25933445,25933445,"100%","-","-",1977,3323,"The Turning Point (German: Der Aufenthalt) (1977), Hermann Kant",1977,1983,6
"1081","The Twilight Saga: Eclipse",6,"The Twilight Saga: Eclipse",698491347,300531751,"43%","$397,959,596","57%",2010,3339,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",2005,2010,5
"1082","The Twilight Saga: New Moon",7,"The Twilight Saga: New Moon",709827462,296623634,"41.8%","$413,203,828","58.2%",2009,3338,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",2005,2009,4
"1083","The Unbearable Lightness of Being",88,"The Unbearable Lightness of Being",10006806,10006806,"100%","-","-",1988,3351,"The Unbearable Lightness of Being (Czech: Nesnesitelná lehkost bytí) (1984), Milan Kundera",1984,1988,4
"1084","The War of the Roses",12,"The War of the Roses",86888546,86888546,"100%","-","-",1989,3439,"The War of the Roses (1981), Warren Adler",1981,1989,8
"1085","The Warriors",28,"The Warriors",22495052,22490039,"100%","$4,616","<0.1%",1979,3451,"The Warriors (1965), Sol Yurick",1965,1979,14
"1086","The Watcher in the Woods",81,"The Watcher in the Woods",5e+06,5e+06,"100%","-","-",1981,3452,"A Watcher in the Woods (1976), Florence Engel Randall",1976,1980,4
"1087","The Watcher in the Woods",81,"The Watcher in the Woods",5e+06,5e+06,"100%","-","-",1981,3453,"A Watcher in the Woods (1976), Florence Engel Randall",1976,2017,41
"1088","The Wedding Date",102,"The Wedding Date",47096206,31726995,"67.4%","$15,369,211","32.6%",2005,240,"Asking for Trouble (2001), Elizabeth Young",2001,2005,4
"1089","The Wings of the Dove",105,"The Wings of the Dove",13692848,13692848,"100%","-","-",1997,3538,"The Wings of the Dove (1902), Henry James",1902,1981,79
"1090","The Wings of the Dove",105,"The Wings of the Dove",13692848,13692848,"100%","-","-",1997,3539,"The Wings of the Dove (1902), Henry James",1902,1997,95
"1091","The Witches",52,"The Witches",29303571,203571,"0.7%","$29,100,000","99.3%",2020,3561,"The Witches (1983), Roald Dahl",1983,1990,7
"1092","The Witches",52,"The Witches",29303571,203571,"0.7%","$29,100,000","99.3%",2020,3562,"The Witches (1983), Roald Dahl",1983,2020,37
"1093","The Witches",52,"The Witches",29303571,203571,"0.7%","$29,100,000","99.3%",2020,859,"The Devil's Own (1966), Norah Lofts",1966,1966,0
"1094","The Witches",98,"The Witches",10360553,10360553,"100%","-","-",1990,3561,"The Witches (1983), Roald Dahl",1983,1990,7
"1095","The Witches",98,"The Witches",10360553,10360553,"100%","-","-",1990,3562,"The Witches (1983), Roald Dahl",1983,2020,37
"1096","The Witches",98,"The Witches",10360553,10360553,"100%","-","-",1990,859,"The Devil's Own (1966), Norah Lofts",1966,1966,0
"1097","The Witches of Eastwick",10,"The Witches of Eastwick",63766510,63766510,"100%","-","-",1987,3563,"The Witches of Eastwick (1984), John Updike",1984,1987,3
"1098","The Wiz",21,"The Wiz",21049225,21049053,"100%","-","-",1978,3604,"The Wonderful Wizard of Oz (1900), L. Frank Baum",1900,1978,78
"1099","The Woman in Black",60,"The Woman in Black",128955898,54333290,"42.1%","$74,622,608","57.9%",2012,3576,"The Woman in Black (1983), Susan Hill",1983,2012,29
"1100","The Woman in Black",60,"The Woman in Black",128955898,54333290,"42.1%","$74,622,608","57.9%",2012,3575,"The Woman in Black (1983), Susan Hill",1983,1989,6
"1101","The World According to Garp",25,"The World According to Garp",29712172,29712172,"100%","-","-",1982,3616,"The World According to Garp (1978), John Irving",1978,1982,4
"1102","The Year of Living Dangerously",71,"The Year of Living Dangerously",10278575,10278575,"100%","-","-",1983,3630,"The Year of Living Dangerously (1978), Christopher Koch",1978,1982,4
"1103","The Young Black Stallion",193,"The Young Black Stallion",9638389,6751389,"70%","$2,887,000","30%",2003,413,"The Black Stallion (1941–1989) (series)[N 10], Walter Farley",1941,2003,62
"1104","There Will Be Blood",73,"There Will Be Blood",76181545,40222514,"52.8%","$35,959,031","47.2%",2007,2409,"Oil! (1927), Upton Sinclair",1927,2007,80
"1105","Timeline",102,"Timeline",43935763,19481943,"44.3%","$24,453,820","55.7%",2003,3260,"Timeline (1999), Michael Crichton",1999,2003,4
"1106","Tom and Huck",71,"Tom and Huck",23920048,23920048,"100%","-","-",1995,36,"Adventures of Huckleberry Finn (1884), Mark Twain",1884,1995,111
"1107","Tom and Huck",71,"Tom and Huck",23920048,23920048,"100%","-","-",1995,85,"The Adventures of Tom Sawyer (1876), Mark Twain",1876,1995,119
"1108","Trainspotting",97,"Trainspotting",16504291,16491080,"99.9%","$13,211","<0.1%",1996,3284,"Trainspotting (1993), Irvine Welsh",1993,1996,3
"1109","Treasure Planet",45,"Treasure Planet",109578115,38176783,"34.8%","$71,401,332","65.2%",2002,3308,"Treasure Island (1883), Robert Louis Stevenson",1883,2002,119
"1110","True Grit",29,"True Grit",252276927,171243005,"67.9%","$81,033,922","32.1%",2010,3322,"True Grit (1968), Charles Portis",1968,2010,42
"1111","True Grit",29,"True Grit",252276927,171243005,"67.9%","$81,033,922","32.1%",2010,3319,"True Grit (1968), Charles Portis",1968,1969,1
"1112","Twilight",106,"Twilight",15055091,15055091,"100%","-","-",1998,3337,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",2005,2008,3
"1113","Twilight",12,"Twilight",407264111,192769854,"47.3%","$214,417,861","52.6%",2008,3337,"Twilight (2005–2008) (series)[N 11], Stephenie Meyer",2005,2008,3
"1114","Two Much",199,"Two Much",1141556,1141556,"100%","-","-",1996,3347,"Two Much! (1975), Donald E. Westlake",1975,1995,20
"1115","Valmont",165,"Valmont",1132112,1132112,"100%","-","-",1989,745,"The Dangerous Liaisons (French: Les Liaisons dangereuses) (1782), Pierre Choderlos de Laclos",1782,1989,207
"1116","Vampires",90,"Vampires",20308772,20308772,"100%","-","-",1998,3371,"Vampire$ (1990), John Steakley",1990,1998,8
"1117","Van Helsing",13,"Van Helsing",300157638,120177084,"40%","$179,980,554","60%",2004,1018,"Dracula (1897), Bram Stoker",1897,2004,107
"1118","Van Helsing",13,"Van Helsing",300157638,120177084,"40%","$179,980,554","60%",2004,1320,"Frankenstein (1818), Mary Shelley",1818,2004,186
"1119","Vanity Fair",154,"Vanity Fair",19463185,16136476,"82.9%","$3,326,709","17.1%",2004,3379,"Vanity Fair (1847–1848), William Makepeace Thackeray",1847,1922,75
"1120","Vanity Fair",154,"Vanity Fair",19463185,16136476,"82.9%","$3,326,709","17.1%",2004,3380,"Vanity Fair (1847–1848), William Makepeace Thackeray",1847,1923,76
"1121","Vanity Fair",154,"Vanity Fair",19463185,16136476,"82.9%","$3,326,709","17.1%",2004,3383,"Vanity Fair (1847–1848), William Makepeace Thackeray",1847,2004,157
"1122","Vanity Fair",154,"Vanity Fair",19463185,16136476,"82.9%","$3,326,709","17.1%",2004,3378,"Vanity Fair (1847–1848), William Makepeace Thackeray",1847,1915,68
"1123","Vanity Fair",154,"Vanity Fair",19463185,16136476,"82.9%","$3,326,709","17.1%",2004,3377,"Vanity Fair (1847–1848), William Makepeace Thackeray",1847,1911,64
"1124","Vanity Fair",154,"Vanity Fair",19463185,16136476,"82.9%","$3,326,709","17.1%",2004,3381,"Vanity Fair (1847–1848), William Makepeace Thackeray",1847,1932,85
"1125","Victor Frankenstein",174,"Victor Frankenstein",34227298,5775076,"16.9%","$28,452,222","83.1%",2015,1332,"Frankenstein (1818), Mary Shelley",1818,2015,197
"1126","Victory",63,"Victory",10853418,10853418,"100%","-","-",1981,3410,"Victory (1915), Joseph Conrad",1915,1996,81
"1127","Victory",63,"Victory",10853418,10853418,"100%","-","-",1981,3408,"Victory (1915), Joseph Conrad",1915,1940,25
"1128","Victory",63,"Victory",10853418,10853418,"100%","-","-",1981,3406,"Victory (1915), Joseph Conrad",1915,1919,4
"1129","Village of the Damned",122,"Village of the Damned",9418365,9418365,"100%","-","-",1995,2195,"The Midwich Cuckoos (1957), John Wyndham",1957,1960,3
"1130","Village of the Damned",122,"Village of the Damned",9418365,9418365,"100%","-","-",1995,2197,"The Midwich Cuckoos (1957), John Wyndham",1957,1995,38
"1131","Vision Quest",65,"Vision Quest",12993175,12993175,"100%","-","-",1985,3419,"Vision Quest (1979), Terry Davis",1979,1985,6
"1132","War for the Planet of the Apes",20,"War for the Planet of the Apes",490719763,146880162,"29.9%","$343,839,601","70.1%",2017,2572,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",1963,2017,54
"1133","War Horse",40,"War Horse",177584879,79884879,"45%","$97,700,000","55%",2011,3436,"War Horse (1982), Michael Morpurgo",1982,2011,29
"1134","War of the Worlds",4,"War of the Worlds",603873119,234280354,"38.8%","$369,592,765","61.2%",2005,3443,"The War of the Worlds (1898), H. G. Wells",1898,2005,107
"1135","War of the Worlds",4,"War of the Worlds",603873119,234280354,"38.8%","$369,592,765","61.2%",2005,3450,"The War of the Worlds (1898), H. G. Wells",1898,2025,127
"1136","Water for Elephants",66,"Water for Elephants",117094902,58709717,"50.1%","$58,385,185","49.9%",2011,3454,"Water for Elephants (2006), Sara Gruen",2006,2011,5
"1137","What's the Worst That Could Happen?",90,"What's the Worst That Could Happen?",38464131,32269834,"83.9%","$6,194,297","16.1%",2001,3473,"What's the Worst That Could Happen? (1996), Donald E. Westlake",1996,2001,5
"1138","What Dreams May Come",49,"What Dreams May Come",55382927,55382927,"100%","-","-",1998,3471,"What Dreams May Come (1978), Richard Matheson",1978,1998,20
"1139","Where the Boys Are",78,"Where the Boys Are",10530000,10530000,"100%","-","-",1984,3482,"Where the Boys Are (1960), Glendon Swarthout",1960,1960,0
"1140","White Dog",128,"White Dog",46509,46509,"100%","-","-",1982,3487,"White Dog (1970), Romain Gary",1970,1982,12
"1141","White Fang",38,"White Fang",34793160,34793160,"100%","-","-",1991,3501,"White Fang (1906), Jack London",1906,1997,91
"1142","White Fang",38,"White Fang",34793160,34793160,"100%","-","-",1991,3490,"White Fang (1906), Jack London",1906,1946,40
"1143","White Fang",38,"White Fang",34793160,34793160,"100%","-","-",1991,3489,"White Fang (1906), Jack London",1906,1936,30
"1144","White Fang",38,"White Fang",34793160,34793160,"100%","-","-",1991,3498,"White Fang (1906), Jack London",1906,1991,85
"1145","White Fang",38,"White Fang",34793160,34793160,"100%","-","-",1991,3488,"White Fang (1906), Jack London",1906,1925,19
"1146","White Fang",38,"White Fang",34793160,34793160,"100%","-","-",1991,3499,"White Fang (1906), Jack London",1906,1991,85
"1147","White Fang",38,"White Fang",34793160,34793160,"100%","-","-",1991,3502,"White Fang (1906), Jack London",1906,2018,112
